Assamese_Sentence	English_Translation
অসম গৌৰৱ বঁটা আগবঢ়োৱা হৈছে শিপিনী হেমপ্ৰভা চুতীয়ালৈ৷	The Assam Gaurav Award is given to Shipini Hemprabha Chutia.
পুৱা ১০.১৪ বজাত আৰম্ভ হৈ অন্ত পৰিব ১.৪৭ বজাত।	Starts at 10.14 am and ends at 1: 47 pm.
সন্ধিয়া সংঘটিত হোৱা এই ঘটনাই সমগ্ৰ অঞ্চলটোতে তীব্ৰ চাঞ্চল্যৰ সৃষ্টি কৰিছে ।	The incident has caused a stir in the entire area.
উপায়ুক্ত গৰাকীয়ে প্ৰশিক্ষণ প্ৰতিষ্ঠান পৰিদৰ্শন কৰি কাম কাজৰ খতিয়ান লোৱাৰ লগতে আন্তঃগাথঁনি উন্নয়নৰ দিশ সম্পৰ্কে বুজ লয় ।	The Deputy Commissioner visited the training institute and took stock of the work being done as well as aspects of interagency development.
(বৰ্তমানৰ) কইনাধৰাত থকা অতিথিশালালৈ তেওঁক মতাই আনিছিল হঠাৎ।	He was suddenly brought to the guest house at (present-day) Kanyadhara by Mota.
এই ব্যৱসায়ীসকলৰ পৰা ৰাজেনৰ গুণ্ডাবাহিনীয়ে ১০০ টকাকৈ সংগ্রহ কৰি প্রতি সপ্তাহত ৫০ হাজাৰ টকাৰ কৰ সংগ্রহ কৰে৷	From these businessmen, Rajen's gangsters collect 100 rupees and collect 50 thousand rupees in taxes every week.
ডিজিটেল সংবাদ, বেবেজীয়াঃ অসমীয়াৰ বাপতি সাহোন ৰঙালী বিহুলৈ মাজত মাথো কেইটামান দিন।	Digital News, Bebejia: Assamese Bapti Sahon Rongali Bihu is just a few days away.
১৯৮১ চনত তেওঁ ‘কবিতা’ শীৰ্ষক কাব্যসংকল প্ৰকাশ পায়।	In 1981, he published a collection of poems titled Kavita.
এইক্ষেত্রত যদি কোনো চৰকাৰী বিষয়া জড়িত থাকে, তেন্তে তেওঁৰ বিৰুদ্ধেও কঠোৰ ব্যৱস্থা গ্রহণ কৰা হ’ব বুলি আজি স্পষ্ট কৰি দিয়ে আৰক্ষী আয়ুক্তগৰাকীয়ে৷	The Police Commissioner today made it clear that if any government official is involved in this, strict action will be taken against him as well.
মুখ্যমন্ত্ৰীৰ নিৰ্দেশ মতে মন্ত্ৰীজন মঙলবাৰে উপস্থিত হয় হাটশিঙিমাৰীত।	The minister reached Hatsingimari on Tuesday as directed by the chief minister.
কিন্তু অহা সোমবাৰৰ পৰা তেওঁলোকে দপ্তৰলৈ গৈ সম্পাদন কৰিব লাগিব নিজৰ কৰ্তব্য।	But from next Monday, they will have to go to the office and perform their duties.
ফোন কলৰ তথ্যমতে মৃত ফাৰনিয়াৰ প্ৰেমিকে কিছু গোপন কাৰণত ফাৰনিয়াক বিহ পান কৰি আত্মহত্যা কৰিবলৈ বাধ্য কৰিছিল ধেমাজি জিলা মাছখোৱা পমুৱা গাঁৱৰ অৰ্জুন টাইডে।	On the information of the phone call, the deceased Farnia's lover forced Farnia to commit suicide by drinking poison for some secret reason by Arjun Tide of Pamua village, Machkhowa, Dhemaji district.
প্রাপ্য ধন আদায়ৰ সুযোগ পাব৷	You will get opportunities to earn money.
ছেবাৰ সচিবগৰাকীয়ে এক গোঁহাৰিযোগে জনাই যে, ২০২০চনৰ হাইস্কুল আৰু হাইমাদ্ৰাছা পৰীক্ষাৰ ফলাফল সমূহ অনলাইনযোগে লাভ কৰিব।	In a statement, the SEBA secretary said that the results of the High School and High Madrassa examinations of 2020 will be available online.
বিশেষ কাৰণত পাঁচ বছৰৰ বাবে সমন্বয়কৰ দায়িত্ব ল’ব পাৰে৷	For special reasons, the coordinator may take over for a period of five years.
আমাৰ সন্মুখত এটাই কথা চৰকাৰে অসমীয়া মানুহ, ভাষা, সংস্কৃতিক নিঃশেষ কৰিব বিচাৰিছে।	The only thing in front of us is that the government wants to destroy the Assamese people, language, culture.
মৰিয়নি মহাবিদ্যালয় আৰু নতুনমাটি প্ৰাথমিক বিদ্যালয়ত ভোটগ্ৰহণ কেন্দ্ৰ আছে ।	There are polling stations at Morioni College and Nothamati Primary School.
বিদ্যালয়ৰ নৱ-নিৰ্মিত মূখ্য তোৰণৰ দ্বাৰ উন্মোচন কৰে শালমৰা গাওঁ পঞ্চায়তৰ সভানেত্ৰী ববিতা মেধি শৰ্মাই৷	The newly-constructed main gate of the school was inaugurated by Babita Medhi Sharma, the president of Shalmara Gaon Panchayat.
নৱনিযুক্ত উপাচাৰ্য গৰাকীক আদৰণি জনাবলৈ ইতিমধ্যে সাজু হৈ উঠিছে বিশ্ববিদ্যালয় পৰিয়ালৰ লগতে বিভিন্ন দল-সংগঠন, ছাত্র-ছাত্ৰী, শিক্ষানুৰাগী ৰাইজ।	The university family, various groups, students, and the academic community are already gearing up to welcome the newly appointed vice-chancellor.
উল্লেখ্য যে, মৃত ছানিয়াৰা খাতুনৰ মূৰত আঘাতৰ চিন স্পষ্ট হৈ থকাৰ লগতে ঘৰৰ মজিয়াত তেজৰ চেকুৰা লাগি থকা পৰিলক্ষিত হৈছে।	It is to be noted that the deceased, Saniara Khatun, has visible injury marks on her head and blood stains on the floor of the house.
সামাজিক অধ্যয়নত আজি মোৰ পুত্ৰৰ বিদ্যালয় পৰীক্ষাৰ স্ক্ৰীনশ্বটত হিন্দু ধৰ্ম, বৌদ্ধ ধৰ্ম, ৰামায়ণ, কৰ্ম, মহাভাৰত ধৰ্মৰ ধাৰণা আৰু ইতিহাস অন্তৰ্ভুক্ত আছিল।	Screenshots of my son's school exams today in social studies included concepts and history of Hinduism, Buddhism, Ramayana, Karma, Mahabharata religions.
নিয়মীয়া বাৰ্তা, ১ ফেব্ৰুৱাৰী : জালুকবাৰী সমষ্টিকে ধৰি ৰাজ্যৰ বিভিন্ন প্ৰান্তত মুখ্যমন্ত্ৰী ডঃ হিমন্ত বিশ্ব শৰ্মাৰ আজি ৫৩সংখ্যক জন্মদিন তেওঁৰ অনুৰাগীসকলে বিভিন্ন কাৰ্যসূচীৰে পালন কৰা পৰিলক্ষিত হয় ।	Regular message, 1st February: Chief Minister Dr. Himanta Biswa Sarma's 53rd birthday today was observed with various programmes by his fans in different parts of the State including Jalukbari constituency.
ইংলেণ্ডে ভাৰতৰ বিৰুদ্ধে অৱশ্যে এই মেচত জয়ী হ’লে পাকিস্তান টালি-টোপোলা বান্ধিব লাগিব বিশ্বকাপৰ পৰা।	If England wins this match against India, Pakistan will be knocked out of the World Cup.
জনসাধাৰণৰ বৃহত্তৰ স্বাৰ্থত ৰাজনৈতিক পৰিস্থিতিৰ মোকামিলা কৰি শান্তি বৰ্তাই ৰখাত জেএলএফে গুৰুত্বপূৰ্ণ ভূমিকা ল’ব বুলিও জানিবলৈ দিছে।	The JLF will play an important role in maintaining peace by defusing the political situation in the larger interest of the people.
অসমীয়া জাতীয় জীৱনলৈ বিশেষ বৰঙণি আগবঢ়োৱা বিশেষ ব্যক্তিসকলক তাৰ স্বীকৃতি স্বৰূপে বিভিন্ন স্থানত প্ৰতিমূৰ্তি নিৰ্মাণ কৰা হয়।	Statues are erected at various places in recognition of special personalities who have made special contributions to Assamese national life.
